Efficiency,Fidelity
0.01051452001192868,0.9783741443214014
0.007826388441027041,0.9721505116293233
0.0009729033812822983,0.9037957809889917
0.004807993897320856,0.9610592862726424
0.002805818140572787,0.9440157845495227
0.453285529409874,0.9816297092527112
0.20226440092675146,0.924668992488628
0.023899057546170974,0.7044509954143343
0.21415325586735917,0.929779130374063
0.1262905981547106,0.8781935372996623
0.12975251395585571,0.8811651732187723
0.18578976371146405,0.9168196858568141
0.4677902529040602,0.9830005414580506
0.03436705836908469,0.7386863832773317
0.09675048888856916,0.8494877479338337
0.03981321643433424,0.7535466393794854
0.49839219909102156,0.9862494494506161
0.04394499304824322,0.7636699302039304
0.4257680229489129,0.9784063807593569
0.3648310556351974,0.969793481121068
0.11044119935577024,0.8638041691559231
0.1262905981547106,0.8781935372996623
0.20811388300841913,0.927350356921581
0.022778521970990107,0.7002042282510583
0.2547868277787304,0.9454801661550092
0.4983921990910217,0.9858630670448025
0.180635558299437,0.914158671244049
0.5665855825034283,0.9910942390574884
0.06564679906999116,0.8067301376690836
0.37618793838911496,0.9716218518571377
0.2547868277787305,0.9444488781882624
0.3330089013501393,0.9644880190047265
0.10472535880278838,0.8580289520633718
0.014182647334225138,0.8977026483029307
0.08713240068564956,0.8379240535185498
0.062395549774069275,0.8011732452469223
0.10198980003947919,0.8551511816841348
0.059316733369365035,0.7958365081141784
0.0942418448274237,0.8467250461473991
0.11044119935577024,0.8637800598294744
0.062395549774069275,0.8011932053406414
0.13331958581360986,0.8837744417055843
0.32310491182392537,0.9619834780699387
0.08271846919156688,0.8321754374980943
0.18063555829943695,0.9141861193856852
0.23348164695713655,0.9372663304282971
0.34325565184107654,0.9659639386174548
0.15286342508796968,0.897906961362448
0.15286342508796968,0.897801501551624
0.024480637876334872,0.7066080670303511
0.4532855294098739,0.9815339711581685
0.27020063491895063,0.9490385627351136
0.13699541860978084,0.8866018790724968
0.3648310556351974,0.969793481121068
0.08489422752815846,0.8350584885615817
0.6246217101623813,0.9935747443850355
0.06564679906999116,0.8067301376690836
0.4677902529040602,0.982968532980094
0.24745186431287106,0.9427906431367146
0.02845408106115031,0.9918851189793441
0.18063555829943695,0.9141861193856852
0.22682975914444561,0.93478041495843
0.4001151652917944,0.975131444829912
0.057838818383261166,0.7929404700202267
0.08060318880598245,0.8293197527884829
0.0871324006856496,0.8382600266303702
0.05230968349785162,0.7820901436717366
0.24035296520649613,0.9396927469486884
0.029698205089601845,0.7245270053443359
0.04853418808030898,0.7741264975431552
0.09675048888856916,0.8494182769472844
0.0360895897176737,0.7435499582720141
0.16155446153882322,0.9033211977061795
0.0639989647676265,0.8041277470037046
0.15286342508796968,0.8978278656306974
0.06083523198024659,0.7984110053923985
0.09180409178060386,0.8436661419974978
0.2953247331726364,0.9558115262975587
0.2953247331726365,0.960804108634407
0.16610494814071614,0.9060843158125772
0.16610494814071616,0.906165053083358
0.7877869991386832,0.9983806761653842
0.5312618062524955,0.9882715384610092
0.1262905981547106,0.8787199165693598
0.48281882042222957,0.984411667891596
0.016311388300842052,0.672376904656646
0.08271846919156688,0.8335853620385186
0.24745186431287106,0.9420580200566623
0.06908124478280044,0.8123272301943276
0.15714218879948894,0.9008078286209518
0.1407837556508776,0.8915116280834865
0.262366686697577,0.9468650946902565
0.29532473317263624,0.9556907196718837
0.20811388300841901,0.9272654084474984
0.10754159900462906,0.8612882763157831
0.48281882042222957,0.984411667891596
0.22038947054845495,0.9322939551561545
0.10198980003947919,0.8552453346128901
0.03698469900756026,0.746007255356874
0.15714218879948894,0.9012327432352383
0.24035296520649607,0.9396636084811499
0.13699541860978084,0.886627500902656
0.4677902529040603,0.983480753485679
0.04734106737295023,0.7714763233493928
0.07460184107156752,0.8207897321618902
0.27020063491895063,0.9490683225226679
0.11966847427611917,0.8723833463762999
0.04975936082330912,0.7767548314294268
0.4127174733414566,0.9767790327236505
0.07654664842263294,0.8236477603579572
0.04853418808030898,0.7741083311619594
0.17079853820009555,0.9088035293887665
0.2547868277787306,0.9446845308664544
0.08271846919156688,0.8321754374980943
0.07854651681996076,0.8266645920748724
0.27829824489980426,0.9515631835962058
0.04504734340972851,0.7673870006063701
0.2547868277787304,0.9454801661550092
0.07271041212184479,0.8179817387612593
0.03698469900756026,0.746007255356874
0.020697805123905583,0.6918997868716906
0.03353840307677739,0.7362960196361575
0.03698469900756026,0.746007255356874
0.36483105563519747,0.9698868849833188
0.38794409159045135,0.9734956369106963
0.003230464804237536,0.9572171136605108
9.784162155069079e-5,0.7872487428420052
0.20811388300841907,0.9272370935405077
0.4127174733414566,0.9767790327236505
0.08271846919156688,0.8321754374980943
0.08271846919156688,0.8325277318173294
0.07271041212184479,0.8179606660903158
0.180635558299437,0.914158671244049
0.10198980003947919,0.8552453346128901
0.05101753298963021,0.7794155362317721
0.3538584287997076,0.9679174495597126
0.4828188204222296,0.984379565898197
0.48281882042222957,0.984411667891596
0.3042748023312953,0.9578600981667174
0.09675048888856916,0.8493951209748679
0.19110864083112356,0.919459157816621
0.11966847427611917,0.8723833463762999
0.1333195858136098,0.8863206685424776
0.2547868277787305,0.9444488781882624
0.48281882042222957,0.984411667891596
0.04975936082330912,0.7767548314294268
0.180635558299437,0.914158671244049
0.07271041212184479,0.8179606660903158
0.04080607843814523,0.7560030528320749
0.10198980003947919,0.8566586271785659
0.12293036640699358,0.8758633576330803
0.12293036640699358,0.8772576332445341
0.19110864083112356,0.9201543277857493
0.8147705824926321,0.9988094401232568
0.3538584287997076,0.9681655455850888
0.07854651681996076,0.8270109040708735
0.11650169980393064,0.8701322294916894
0.031175867020042335,0.7292274288374229
0.07654664842263294,0.8236263121993862
0.08489422752815846,0.8458406462626357
0.18578976371146405,0.9208039008929553
0.06083523198024659,0.8017595298968423
0.17079853820009555,0.9088848072908258
0.8147705824926321,0.998842498448755
0.5486046401238809,0.9894524736875949
0.2547868277787306,0.9458634190545074
0.20226440092675146,0.924668992488628
0.08271846919156688,0.8325277318173294
0.2547868277787306,0.9446845308664544
0.07854651681996076,0.8268160885136041
0.09675048888856916,0.8546181184185229
0.07460184107156756,0.8208747756429633
0.053636823977897985,0.7847783375908284
0.07087073655201423,0.8153276449903162
0.08060318880598245,0.8324675904633305
0.5486046401238809,0.9894524736875949
0.14468848445887764,0.8922256909100816
0.030427652474271028,0.7268305558192704
0.376187938389115,0.9715905974456965
0.10754159900462906,0.860929430644105
0.24035296520649613,0.9396927469486884
0.28666948427393424,0.9535117453730482
0.1965981279878965,0.9221039418450695
0.08943499554072182,0.8407709105115544
0.053636823977897985,0.7847783375908284
0.11044119935577024,0.8637800598294744
0.0639989647676265,0.8039464360141333
0.34325565184107654,0.9659639386174548
0.10198980003947919,0.8551511816841348
0.2334816469571365,0.9379619865441565
0.08060318880598245,0.8293197527884829
0.1165016998039306,0.8695198240170032
0.49839219909102156,0.9860240472671983
0.22682975914444561,0.9348092297949624
0.08271846919156688,0.8321754374980943
0.18063555829943695,0.9141861193856852
0.08713240068564956,0.837901659269083
0.23348164695713655,0.9373532672755194
0.3135309520182451,0.9600496474742857
0.27829824489980415,0.9514136174540988
0.05500000000000031,0.787479787288035
0.48281882042222957,0.984411667891596
0.15714218879948885,0.9005954276227189
0.11342693863666771,0.8666517765091952
0.23348164695713655,0.9372373527595427
0.17079853820009555,0.9088035293887665
