Efficiency,Fidelity
0.3538584287997077,0.9678864406392578
0.028987019553082444,0.722211453877492
0.15286342508796968,0.897801501551624
0.13331958581360986,0.8837744417055843
0.4532855294098739,0.9815020598699232
0.09675048888856916,0.8493951209748679
0.032730697074677136,0.7338916672304249
0.7367619820858476,0.9973278690793761
0.07460184107156752,0.8207897321618902
0.4677902529040602,0.982968532980094
0.1965981279878965,0.9220759689888133
0.010417124415082893,0.6400303431999466
0.2782982448998042,0.9512939764341551
0.08943499554072182,0.8407709105115544
0.11342693863666771,0.8666517765091952
0.1262905981547106,0.878093302262904
0.11966847427611917,0.8723833463762999
0.06564679906999116,0.8067301376690836
0.11966847427611917,0.8724080258809053
0.38794409159045123,0.9733701433527961
0.07460184107156752,0.8207897321618902
0.49839219909102156,0.9857342956682943
0.1262905981547106,0.878093302262904
0.38794409159045135,0.9734015157026784
0.23348164695713655,0.9372663304282971
0.10754159900462903,0.8609055118267684
0.09180409178060386,0.8436433672194462
0.6670087561831703,0.9952987715551034
0.15286342508796968,0.897801501551624
0.062395549774069275,0.8011732452469223
0.10472535880278838,0.8580289520633718
0.49839219909102156,0.9857342956682943
0.3135309520182452,0.9599277175924206
0.1165016998039306,0.8695198240170032
0.13331958581360986,0.8837744417055843
0.0578388183832612,0.7929210568358256
0.12293036640699358,0.8752414696708659
0.1165016998039306,0.8695198240170032
0.376187938389115,0.9715905974456965
0.03521725156158085,0.7411096234316031
0.08060318880598245,0.8293197527884829
0.07271041212184479,0.8179606660903158
0.24035296520649607,0.9396636084811499
0.10754159900462903,0.8609055118267684
0.16610494814071622,0.9060574045780019
0.376187938389115,0.9715905974456965
0.2623666866975769,0.9467466591942085
0.20226440092675146,0.924668992488628
0.37618793838911496,0.9716218518571377
0.15286342508796968,0.897801501551624
0.07460184107156752,0.8207897321618902
0.1262905981547106,0.878093302262904
0.017937974739935456,0.6799685411523184
0.27020063491895063,0.9490385627351136
0.36483105563519747,0.9697623478758771
0.09933234013872055,0.8522729833128496
0.20811388300841907,0.9272370935405077
0.16610494814071622,0.9060574045780019
0.062395549774069275,0.8011732452469223
0.24035296520649607,0.9396636084811499
0.10198980003947919,0.8551511816841348
0.15286342508796968,0.897801501551624
0.07460184107156752,0.8207897321618902
0.4828188204222296,0.984379565898197
0.4392845456035934,0.979981036948563
0.2547868277787306,0.9444194245315909
0.4828188204222296,0.984379565898197
0.23348164695713655,0.9372373527595427
0.08713240068564956,0.837901659269083
0.22682975914444561,0.9348092297949624
0.28666948427393424,0.9535117453730482
0.23348164695713655,0.9372373527595427
0.15286342508796968,0.897801501551624
0.23348164695713655,0.9372373527595427
0.22038947054845495,0.9322939551561545
0.8147705824926321,0.9988094401232568
0.0942418448274237,0.846518340044962
0.026958203195516145,0.7154165478716948
0.4257680229489129,0.9784063807593569
0.023899057546170974,0.7044509954143343
0.22038947054845495,0.9322939551561545
0.059316733369365035,0.7956601400893404
0.4828188204222296,0.984379565898197
0.07087073655201427,0.815139656988841
0.10754159900462903,0.8609055118267684
0.08060318880598245,0.8293197527884829
0.14871364281783267,0.8950200979135209
0.04734106737295023,0.7714763233493928
0.10198980003947919,0.8551747191363577
0.09675048888856916,0.8493951209748679
0.49839219909102156,0.9857342956682943
0.07087073655201427,0.815139656988841
0.06083523198024659,0.7984110053923985
0.5665855825034283,0.99057395249467
0.04504734340972847,0.7662568686016513
0.03698469900756026,0.746007255356874
0.03117586702004232,0.7291666752351281
0.10754159900462903,0.8609055118267684
0.36483105563519747,0.9697623478758771
0.10754159900462903,0.8609055118267684
0.15714218879948885,0.9005688801371283
0.1165016998039306,0.8695198240170032
0.36483105563519747,0.9697623478758771
0.022778521970990107,0.7001909607035576
0.3538584287997077,0.9678864406392578
0.08943499554072182,0.8407709105115544
0.180635558299437,0.914158671244049
0.06564679906999116,0.8067301376690836
0.05101753298963021,0.7794155362317721
0.11966847427611917,0.8723833463762999
0.27020063491895063,0.9490385627351136
0.04080607843814523,0.7560030528320749
0.19110864083112356,0.919459157816621
0.13699541860978084,0.8866018790724968
0.34325565184107654,0.9659639386174548
0.23348164695713655,0.9372373527595427
0.15286342508796968,0.897801501551624
0.15286342508796968,0.897801501551624
0.14468848445887764,0.8922256909100816
0.19110864083112356,0.919459157816621
0.17079853820009547,0.9087764379517269
0.053636823977897985,0.7847783375908284
0.062395549774069275,0.8011732452469223
0.04504734340972847,0.7662568686016513
0.16610494814071622,0.9060574045780019
0.4392845456035934,0.979981036948563
0.04287119845861531,0.7610985019149227
0.062395549774069275,0.8011732452469223
0.04617908171049404,0.7688590822206959
0.1165016998039306,0.8695198240170032
0.13331958581360986,0.8837744417055843
0.06734042058460057,0.8095238935630198
0.0578388183832612,0.7929210568358256
0.19110864083112356,0.919459157816621
0.08489422752815846,0.8350362842132948
0.11966847427611917,0.8723833463762999
0.059316733369365035,0.7956601400893404
0.11966847427611917,0.8723833463762999
0.37618793838911496,0.9716218518571377
0.28666948427393424,0.9535117453730482
0.059316733369365035,0.7956601400893404
0.19110864083112356,0.919459157816621
0.20226440092675146,0.924668992488628
0.0785465168199608,0.8264698453573155
0.0942418448274237,0.846518340044962
0.3135309520182452,0.9599277175924206
0.08713240068564956,0.837901659269083
0.22038947054845495,0.9322939551561545
0.2547868277787305,0.9444488781882624
0.4532855294098739,0.9815020598699232
0.17079853820009547,0.9087764379517269
0.07271041212184479,0.8179606660903158
0.08060318880598245,0.8293197527884829
0.24745186431287106,0.9420580200566623
0.0319433695775686,0.7315204074786911
0.0319433695775686,0.7315204074786911
0.032730697074677136,0.7338916672304249
0.04734106737295023,0.7714763233493928
0.36483105563519747,0.9697623478758771
0.04853418808030898,0.7741083311619594
0.4532855294098739,0.9815020598699232
0.12293036640699358,0.8752414696708659
0.03117586702004232,0.7291666752351281
0.24745186431287106,0.9420580200566623
0.03436705836908469,0.7386863832773317
0.05101753298963021,0.7794155362317721
0.062395549774069275,0.8011732452469223
0.4257680229489129,0.9784063807593569
0.1297525139558556,0.8809379350419626
